stories_id,url,media_name,media_id,title,publish_date,snapshots_id,foci_id,timespans_id,inlink_count,outlink_count,foci,facebook_share_count
512407027,http://abcnews.go.com/topics/news/whitehouse/hillary-clinton.htm,ABC News,39000,"Hillary Clinton News, Photos and Videos - ABC News",undateable,1879,,127285,1097,0,"[{'name': 'Right Half', 'focal_set_name': 'Retweet Partisanship Halves', 'stories_id': 512407027, 'foci_id': 1174}, {'name': 'Center', 'focal_set_name': 'Retweet Partisanship Quintiles', 'stories_id': 512407027, 'foci_id': 1181}, {'name': 'Mass Market Media', 'focal_set_name': 'Mass Market Media', 'stories_id': 512407027, 'foci_id': 1172}]",475
512430467,http://abcnews.go.com/topics/news/donald-trump.htm,ABC News,39000,"Donald Trump News, Photos and Videos - ABC News",undateable,1879,,127285,1269,0,"[{'name': 'Right Half', 'focal_set_name': 'Retweet Partisanship Halves', 'stories_id': 512430467, 'foci_id': 1174}, {'name': 'Center', 'focal_set_name': 'Retweet Partisanship Quintiles', 'stories_id': 512430467, 'foci_id': 1181}, {'name': 'Mass Market Media', 'focal_set_name': 'Mass Market Media', 'stories_id': 512430467, 'foci_id': 1172}]",1497
512627390,http://abcnews.go.com/topics/news/us/bernie-sanders.htm,ABC News,39000,"Bernie Sanders News, Photos and Videos - ABC News",undateable,1879,,127285,365,0,"[{'name': 'Right Half', 'focal_set_name': 'Retweet Partisanship Halves', 'stories_id': 512627390, 'foci_id': 1174}, {'name': 'Left Half', 'focal_set_name': 'Retweet Partisanship Halves', 'stories_id': 512627390, 'foci_id': 1173}, {'name': 'Center', 'focal_set_name': 'Retweet Partisanship Quintiles', 'stories_id': 512627390, 'foci_id': 1181}, {'name': 'Mass Market Media', 'focal_set_name': 'Mass Market Media', 'stories_id': 512627390, 'foci_id': 1172}]",265
536713745,https://www.hillaryclinton.com/briefing/factsheets/2016/08/29/hillary-clintons-comprehensive-agenda-on-mental-health/,hillaryclinton.com,73449,Hillary Clinton’s Comprehensive Agenda on Mental Health,2016-08-29 08:00:00,1879,,127285,43,0,"[{'name': 'Left Half', 'focal_set_name': 'Retweet Partisanship Halves', 'stories_id': 536713745, 'foci_id': 1173}, {'name': 'russian oil', 'focal_set_name': 'Clinton Foundation', 'stories_id': 536713745, 'foci_id': 1170}]",19043
512587913,http://abcnews.go.com/topics/news/us/democratic-party.htm,ABC News,39000,"Democratic Party News, Photos and Videos - ABC News",undateable,1879,,127285,116,0,"[{'name': 'Right Half', 'focal_set_name': 'Retweet Partisanship Halves', 'stories_id': 512587913, 'foci_id': 1174}, {'name': 'Left Half', 'focal_set_name': 'Retweet Partisanship Halves', 'stories_id': 512587913, 'foci_id': 1173}, {'name': 'Center', 'focal_set_name': 'Retweet Partisanship Quintiles', 'stories_id': 512587913, 'foci_id': 1181}, {'name': 'Mass Market Media', 'focal_set_name': 'Mass Market Media', 'stories_id': 512587913, 'foci_id': 1172}]",19
512306584,http://abcnews.go.com/topics/news/reporters/george-stephanopoulos.htm,ABC News,39000,"George Stephanopoulos News, Photos and Videos - ABC News",undateable,1879,,127285,81,0,"[{'name': 'Right Half', 'focal_set_name': 'Retweet Partisanship Halves', 'stories_id': 512306584, 'foci_id': 1174}, {'name': 'Left Half', 'focal_set_name': 'Retweet Partisanship Halves', 'stories_id': 512306584, 'foci_id': 1173}, {'name': 'Center', 'focal_set_name': 'Retweet Partisanship Quintiles', 'stories_id': 512306584, 'foci_id': 1181}, {'name': 'Mass Market Media', 'focal_set_name': 'Mass Market Media', 'stories_id': 512306584, 'foci_id': 1172}]",33
512271840,http://abcnews.go.com/topics/news/whitehouse/joe-biden.htm,ABC News,39000,"Joe Biden News, Photos and Videos - ABC News",undateable,1879,,127285,64,0,"[{'name': 'Right Half', 'focal_set_name': 'Retweet Partisanship Halves', 'stories_id': 512271840, 'foci_id': 1174}, {'name': 'Left Half', 'focal_set_name': 'Retweet Partisanship Halves', 'stories_id': 512271840, 'foci_id': 1173}, {'name': 'Center', 'focal_set_name': 'Retweet Partisanship Quintiles', 'stories_id': 512271840, 'foci_id': 1181}, {'name': 'Mass Market Media', 'focal_set_name': 'Mass Market Media', 'stories_id': 512271840, 'foci_id': 1172}]",32
608272299,https://www.cbsnews.com/news/donald-trump-to-pick-indiana-gov-mike-pence-for-vp/,cbs news,1752,Donald Trump to pick Indiana Gov. Mike Pence for VP,undateable,1879,,127285,15,0,"[{'name': 'Center Left', 'focal_set_name': 'Retweet Partisanship Quintiles', 'stories_id': 608272299, 'foci_id': 1182}, {'name': 'Left Half', 'focal_set_name': 'Retweet Partisanship Halves', 'stories_id': 608272299, 'foci_id': 1173}, {'name': 'Mass Market Media', 'focal_set_name': 'Mass Market Media', 'stories_id': 608272299, 'foci_id': 1172}]",0
507489330,http://rss.cnn.com/~r/rss/cnn_latest/~3/suwraFg-T5k/index.html,CNN,1095,Donald Trump mulling Mexico trip,2016-08-30 22:05:55,1879,,127285,13,4,"[{'name': 'Center Left', 'focal_set_name': 'Retweet Partisanship Quintiles', 'stories_id': 507489330, 'foci_id': 1182}, {'name': 'Left Half', 'focal_set_name': 'Retweet Partisanship Halves', 'stories_id': 507489330, 'foci_id': 1173}, {'name': 'Mass Market Media', 'focal_set_name': 'Mass Market Media', 'stories_id': 507489330, 'foci_id': 1172}]",33754
536726024,https://assets.donaldjtrump.com/TRUMP_ECONOMIC_ADVISORY_COUNCIL_ADDITIONS_FINAL_round_two.pdf,donaldjtrump.com,269331,https://assets.donaldjtrump.com/TRUMP_ECONOMIC_ADVISORY_COUNCIL_ADDITIONS_FINAL_round_two.pdf,undateable,1879,,127285,11,0,"[{'name': 'Right Half', 'focal_set_name': 'Retweet Partisanship Halves', 'stories_id': 536726024, 'foci_id': 1174}]",21
